Title,Description,ImageUrl,Link,Date,Type
In Focus: Addressing Investor Needs in Business Reporting on the SDGs,"Features recommendations on how corporate reporting on the Sustainable Development Goals (SDGs) can best address investors’ information needs. By helping inform investors' decision-making process, corporate SDG reporting can stimulate more investment in sustainable business solutions to help advance the Global Goals. Translations of this publication are available in several languages.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5625/show@2x/Reporting_SDGSs_Cover.JPG?1531760496,/library/5625,2018-01-01,Report
Global Compact Local Networks: Accelerating National SDG Implementation,Serves to demonstrate how Global Compact Local Networks can help accelerate action and collaboration to close the gaps between where we currently are and where we need to be by 2030. This report contains examples from more than 30 Local Networks around the world driving business engagement on the Sustainable Development Goals through five primary activities.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5626/show@2x/GCLNs-Accelerating_National-SDG-Implementation-1.jpg?1543600388,/library/5626,2018-01-01,Case Example
Global Compact Local Networks: Accelerating National SDG Implementation,Serves to demonstrate how Global Compact Local Networks can help accelerate action and collaboration to close the gaps between where we currently are and where we need to be by 2030. This report contains examples from more than 30 Local Networks around the world driving business engagement on the Sustainable Development Goals through five primary activities.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5627/show@2x/GCLN_Cover.JPG?1531760901,/library/5627,2018-01-01,Case Example
Integrating the Sustainable Development Goals into Corporate Reporting: A Practical Guide,Outlines a three-step process to embed the Sustainable Development Goals (SDGs) into existing business and reporting processes. It helps business to better report their impact on the SDGs and address the information needs of relevant stakeholders. This Guide follows an approach that is aligned with the UN Guiding Principles on Business and Human Rights and the GRI Standards. Translations of this publication are available in several languages.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5628/show@2x/New_Reporting_cover.JPG?1533056985,/library/5628,2018-01-01,Report
Promoting Anti-Corruption Collective Action through Global Compact Local Networks – Second Edition,"Helps businesses to learn more about Global Compact's Collection Action Project in partnership with five Global Compact Local Networks in Brazil, Japan, Kenya, Nigeria and Egypt, improve anti-corruption practices within their individual organizations and to engage other businesses, Governments and civil society in anti-corruption Collective Action.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5629/show@2x/Anti-corruption_brochure.jpg?1533309835,/library/5629,2018-01-01,Report
Promoting Anti-Corruption Collective Action through Global Compact Local Networks – Second Edition,"Helps businesses to learn more about the UN Global Compact Collection Action Project in partnership with five Global Compact Local Networks in Brazil, Japan, Kenya, Nigeria and Egypt, improve anti-corruption practices within their individual organizations and to engage other businesses, Governments and civil society in anti-corruption Collective Action.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5630/show@2x/Anti-corruption_brochure.jpg?1533309837,/library/5630,2018-01-01,Report
Thought Leadership Webinar: Realizing Decent Work Through Breakthrough Innovation – A Spotlight on Blockchain Technology,"Breakthrough innovation has the potential to accelerate and scale up solutions to addressing decent work deficits. This webinar is the first session in a thought leadership webinar series as part of the Action Platform on Decent Work in Global Supply Chains. It explores how technology can advance decent work in global supply chains, specifically focusing on the potential of blockchains. Experts from the UN Global Compact, International Labour Organisation, SAP Ariba, Eachmile Technologies and Sourcemap discuss how blockchains are already used to advance decent work in global supply chains and explore the potential blockchain technology has to help improve the live of workers and their families.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5631/show@2x/YT_Cover.PNG?1533327131,/library/5631,2018-01-01,Video
"2020 Vision Action Platform for Peace, Justice and Strong Institutions Webinar","This was first webinar where we provided an overview of our “2020 Vision” and heard from engaged stakeholders on the importance of peace, justice and strong institutions to sustainable business – not only as the foundation for business responsibilities but also for business success.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5633/show@2x/2020Cover.JPG?1536169329,/library/5633,2018-01-01,Webinar
Decent Work in Global Supply Chains — A Baseline Report,"Summarizes data of bilateral interviews with supply chain, procurement, and sustainability executives of companies that participate in the UN Global Compact Action Platform on Decent Work in Global Supply Chains. The report presents insights into some of the key challenges and opportunities that companies face in their efforts to develop more sustainable procurement strategies. It also offers practical examples of steps taken to combat pressing human rights issues in supply chains, such as modern slavery, child labour and non-compliance with employment standards, and references relevant initiatives and resources for further guidance on these issues.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5635/show@2x/Decent-Work-in-Global-Supply-Chains_UN-Global-Compact-1.jpg?1543598625,/library/5635,2018-01-01,Report
UN Global Compact Progress Report 2018,"Provides an assessment of how companies in the UN Global Compact are adopting the Ten Principles and taking action to deliver on the Sustainable Development Goals. Based on data collected in the UN Global Compact annual survey and other sources, the report takes stock of how companies are performing when it comes to integrating the Ten Principles into their strategies and operations. The report also offers a review of current progress on each of the Global Goals and considers impact measurement opportunities.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5637/show@2x/prog-repo-thumb-01.jpg?1543858956,/library/5637,2018-01-01,Report
Building Peace and Prosperity: What Business Can Do,"Provides a list of concrete actions that different stakeholder groups — including business, the investor community, Governments, the UN and civil society — can take to scale up business action and investment in high-risk areas. It also provides an overview of eight multi-stakeholder initiatives that support stakeholders in scaling up these actions.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5638/show@2x/B4P_cover.JPG?1537792810,/library/5638,2018-01-01,Report
"Action Platform for Peace, Justice and Strong Institutions Flyer","This flyer provides a brief introduction to the Action Platform for Peace, Justice and Strong Institutions. It includes the rationale for the Action Platform, intended outcomes and reasons for governments, businesses and civil society organizations to participate.  ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5640/show@2x/Fltyer_cover.JPG?1539023164,/library/5640,2018-01-01,Report
Human Rights: The Foundation of Sustainable Business,"Celebrates the 70th Anniversary of the Universal Declaration of Human Rights (UDHR) and builds upon the UN Global Compact Progress Report. The report highlights insight and initiatives by Global Compact Local Networks around the world, presents snapshots of good practice from companies participating in the UN Global Compact and showcases initiatives that are advancing the UN Guiding Principles on Business and Human Rights.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5647/show@2x/Human-Rights_The-Foundation-of-Sustainable-Business-1.jpg?1543597336,/library/5647,2018-01-01,Report
The Ambition Loop — How Business and Government Can Advance Policies that Fast Track Zero-Carbon Economic Growth,"Provides guidance for business and Government to fast track zero-carbon economic growth. With hundreds of businesses pursuing bold climate change solutions and countries updating national climate plans in advance of 2020, the opportunity for greater ambition abounds. More and more businesses are seeing opportunity in the zero-carbon economy and taking action on climate change. Governments must use this as a strong vote of confidence and advance ambitious policies that provide companies with the clarity and confidence they need to unlock further investments in climate solutions. This is the “ambition loop” — a positive feedback loop in which bold Government policies and private sector leadership reinforce each other, and together, take climate action to the next level.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5648/show@2x/ambitionloop.JPG?1543345508,/library/5648,2018-01-01,Report
Internal carbon pricing in companies — Preparing for future regulation and designing the transition to a <2°C economy,"This discussion paper summarizes the outcomes and main findings from a multi-stakeholder workshop on company policies on carbon pricing, organized by the German Global Compact Network in Berlin in July 2018. At the same time, this paper invites further stakeholders to take part in a professional exchange of ideas concerning the implementation of effective internal carbon pricing.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5653/show@2x/Internal_carbon_pricing_in_companies_cover.JPG?1547653621,/library/5653,2018-01-01,Report
"Climate and Supply Chain, The Business Case for Action",  This report explores how businesses can enhance their resilience to the impacts of climate change on their supply chains and improve their supply chain management in the process.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5659/show@2x/Climate_Supply_Chain.JPG?1554476398,/library/5659,2018-01-01,Report
Disrupting Luxury: Creating Resilient Businesses in Times of Rapid Change,This report offers a roadmap toward a resilient luxury sector and highlights three opportunities for luxury companies to invest in future success.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5664/show@2x/disrupting_luxury_creating_resilient.JPG?1554477602,/library/5664,2018-01-01,Report
"Climate and Inclusive Economy, The Business Case for Action",Climate change and the economy are inextricably linked. This report highlights how companies across sectors can better understand how they can contribute to more climate-resilient and inclusive economies.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5665/show@2x/Climate_inclusive_economy.JPG?1554478232,/library/5665,2018-01-01,Report
"Applying Enterprise Risk Management to Environmental, Social and Governance-related Risks","Entities, including businesses, governments and non-profits, face an evolving landscape of environmental, social and governance (ESG)-related risks that can impact their profitability, success and even survival. This guidance is designed to help risk management and sustainability practitioners apply enterprise risk management (ERM) concepts and processes to ESG-related risks.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5668/show@2x/applying_enterprise_risk.JPG?1554478732,/library/5668,2018-01-01,Report
"Resilient Business, Resilient World: A Framework for Private-Sector Leadership on Climate Adaptation",This report assesses and consolidates the best available knowledge to present an accessible and actionable framework for private-sector leadership on climate change resilience.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5669/show@2x/resilient_business.JPG?1554478892,/library/5669,2018-01-01,Report
Future of Fuels Sustainability Briefs,"The Fuel Sustainability Briefing series gives practitioners information to develop practical approaches that accelerate the transition to low-carbon fuels by summarizing our research to date on the market outlook, key issues, and sustainability potential for five fuel categories.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5671/show@2x/Future_feels.JPG?1554479237,/library/5671,2018-01-01,Report
10 Human Rights Priorities for the Information and Communications Technology Sector,"A primer on the most relevant, urgent, and probable human rights impacts for the ICT sector and opportunities for positive impact.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5672/show@2x/10_human_rights.JPG?1554479366,/library/5672,2018-01-01,Website
"Climate and Health, The Business Case for Action",Climate change will impact the health of humans around the world. This paper explores the intersection of climate and public health issues and highlights the business case for action.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5679/show@2x/climate_and_health.JPG?1554735793,/library/5679,2018-01-01,Report
Empowering Female Workers in the Apparel Industry,This business brief proposes three areas where apparel companies can build from a strong foundation to better drive improvements in outcomes for women workers and promote women's economic empowerment around the world.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5687/show@2x/Empowering_Female_Workers_in_Apparel.JPG?1554824552,/library/5687,2018-01-01,Report
Tech4Good: Scaling up social transformation in the fourth industrial revolution,"In this report, Accenture Labs explains what they learned from examining more than 30 case studies around the use of digital technology for solving social challenges, and explains their steps to unleash Tech for Good for future growth and prosperity.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5688/show@2x/Tech4Good.JPG?1554906772,/library/5688,2018-01-01,Case Example
10 Human Rights Priorities for the Power and Utilities Sector,"This primer lays out the most relevant, urgent, and probable human rights impacts for the power and utilities sector and opportunities for positive impact.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5690/show@2x/10_Human_rights_priority_for_power.JPG?1554907021,/library/5690,2018-01-01,Website
Guiding Principles on Access to Healthcare,The Guiding Principles on Access to Healthcare frame and describe the industry's approach to reducing the global burden of disease and improving global health outcomes. The principles have been signed by the CEOs of 13 major healthcare companies.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5692/show@2x/Framing_the_industry_approach.JPG?1554907288,/library/5692,2018-01-01,Website
Healthy Business Toolkit,"Strategic investment in healthy business pays dividends. Executives and managers can take action in their organizations to transform their company into a healthy business. This toolkit is a go-to resource for business leaders to create value by improving the health of consumers, communities, and employees. Today, there is no clearly defined path for companies seeking to enable long-term improvements in the health and well-being of their communities.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5693/show@2x/Healthy_business_coalition.JPG?1554907411,/library/5693,2018-01-01,Website
Private-Sector Action for Women's Health and Empowerment,This brief expands the business case for private sector investment in women's health and empowerment and sets out concrete actions that the private sector can take to generate improved health outcomes for women.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5695/show@2x/How_business_can_invest_in_women.JPG?1554907649,/library/5695,2018-01-01,Report
Water Risk Filter,"As an easy-to-access and use tool, it offers business the ability to explore, assess, value and respond to water risk and identify contextually appropriate solutions to advance SDG6 in particular.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5697/show@2x/WRF.JPG?1554907906,/library/5697,2018-01-01,Website
Mapping Ocean Governance and Regulation — Working Paper for consultation,"Introduces a mapping exercise that demonstrates how uneven the governance landscape is across the industries that populate this frontier. Six industries are considered: international shipping, offshore oil and gas, offshore renewable energy, marine aquaculture, marine fisheries and seabed mining. While some, such as maritime shipping, have well-established and extensive governance structures encompassing a wide breadth of public and private sector actors, others like the seabed mining industry are still in a state of emergence.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5710/show@2x/Mapping_Ocean_Cover.JPG?1559309662,/library/5710,2018-01-01,Report
"Better Business, Better World","A call to action to business leaders to align with the Sustainable Development Goals (SDGs). This report shows how the next decade will be critical for companies to open 60 key market “hot spots,” tackle social, environmental challenges, and re-build trust with society.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5051/show@2x/_2017-01-16_at_4.51.35_PM.png?1484603628,/library/5051,2017-01-01,Report
"SDG Industry Matrix: Energy, Natural Resources and Chemicals","Showcases industry-specific examples and ideas for corporate action related to the SDGs. Presented in a series of publications, each matrix will highlight bold pursuits and decisions made by diverse companies for each SDG.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5061/show@2x/_2017-01-17_at_12.59.24_PM.png?1484676020,/library/5061,2017-01-01,Report
Global Opportunity Report 2017,"Identifies and ranks 15 sustainability opportunities according to public and private sector interest and potential impact on societies and business. The report aims to demonstrate how global sustainability challenges and risks can be seen as opportunities. The 2017 reports stems from a survey of 5,499 business, governmental and social leaders across five continents.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5081/show@2x/GORCover.png?1484757847,/library/5081,2017-01-01,Report
Creating Opportunities for Economic Empowerment and Employment for Young Women,"Business leaders identify the youth employment crisis as one of the most pressing global risks of our time, but also see investing in youth as one of the greatest potentials for business growth and development. There are more young people today than at any other time in history, approximately 1.8 billion, and half are women. These young people are breaking through stereotypes and creating innovative, concrete solutions to long-standing problems. Yet, although young people are creating these sustainable solutions, there is a disconnect with the formal labour force. Over the last year, youth unemployment rates have increased and the disparity in labour force participation between young women and men has widened. This webinar, co-hosted by the UN Global Compact, UN Women and Plan International, highlights the opportunity and need for business to scale up action and invest in the future workforce to create economic opportunities for young women around the world, produce bottom line impacts on business growth and sustainability, and contribute to the achievement of the Sustainable Development Goals (SDGs).",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5091/show@2x/webinar-creating-opportunities-for-economic.png?1485382248,/library/5091,2017-01-01,Webinar
Relations with the Private Sector from the Oxford Handbook of International Organisations,"Authored by Georg Kell the founding Executive Director of the UN Global Compact, this peer-reviewed article is the opening chapter for engagement of ""non state actors"". The Handbook examines practical aspects and conceptual issues of international organizations and their relationship with nation-states and international authority; considers the main controversies surrounding contemporary international organizations; provides an authoritative overview of international organizations written by leading scholars and practitioners; and offers comprehensive analysis and commentary on the role of international organizations today.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5111/show@2x/resource_preview_5111.png?1487784906,/library/5111,2017-01-01,Report
Promoting Transparency in Beneficial Ownership,This webinar recording discusses various aspects of promoting transparency in Beneficial Ownership and how it can help businesses.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5121/show@2x/webinar-Promoting_Transparency_in_Beneficial_Ownershio.png?1487959856,/library/5121,2017-01-01,Webinar
Guidance for Global Compact Local Networks on National Action Plans on Business and Human Rights,"This Guide aims to help Global Compact Local Networks get involved in their country's development of a National Action Plan on business and Human Rights. It provides basic information about National Action Plans, discusses the countries that have or are in the process of developing them, sets out the various opportunities available to Local Networks to get engaged, and lists additional resources that can be referred to for more information.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5151/show@2x/Guidance_for_Global_Compact_LN.JPG?1488815350,/library/5151,2017-01-01,Report
"Business Guide to Prevent Famine and Support Response in North-East Nigeria, South Sudan, Yemen and Somalia","More than 20 million people in North-East Nigeria, South Sudan, Yemen and Somalia are facing famine or a credible risk of famine over the coming six months. Some 1.4 million children are currently at imminent risk of death from malnutrition. To avert a major humanitarian catastrophe the United Nations and its partners must massively scale up efforts now. To do this, humanitarian operations in the four countries require more than US$5.6 billion in 2017, of which at least US$4.4 billion are required urgently.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5161/show@2x/thumb-ocha-01.jpg?1489182074,/library/5161,2017-01-01,Report
Sustainable Development Goals: From Promise to Practice,"A call to action to transform our world through analysis and recommendations on achieving the Sustainable Development Goals, stressing global collaboration and the implementation of long-term innovative solutions.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5181/show@2x/SDGs_From_Promise_to_Practice.JPG?1490387472,/library/5181,2017-01-01,Report
UN Briefing on the Risk of Famine & How Business Can Contribute,"More than 20 million people across four countries face famine and or the risk of famine in North-East Nigeria, South Sudan, Yemen and Somalia. Without collective and coordinated global effort, people will starve to death and many more will suffer from disease. In this webinar, experts give an overview of the situation in the four countries, present the humanitarian needs and identify areas in which businesses could make a difference and contribute to the crisis.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5191/show@2x/thumb-01.jpg?1490976784,/library/5191,2017-01-01,Webinar
Aligning Values: Why corporate pension plans should mirror their sponsors,"Highlights why CEOs should ensure their corporate pension plans should mirror their own sustainability values and the associated benefits including improved investment performance, fulfilling fiduciary duty and managing regulatory risk and boosting corporate sponsor credibility.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5211/show@2x/Aligning_Values_Cover.JPG?1492638035,/library/5211,2017-01-01,Report
Global Opportunity Explorer,"The Global Opportunity Explorer provides the global business community with direct access to the most innovative business solutions and emerging market opportunities to help achieve and understand the Sustainable Development Goals (SDGs), end extreme poverty, reduce inequality and protect our planet. A joint project of DNV GL, Sustainia and the UN Global Compact, the Explorer is a digital platform that helps business leaders, entrepreneurs and investors connect with new partners, projects, markets and talents to deliver on the SDGs.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5241/show@2x/GlobalOppurtunityExplorerNew.JPG?1494947668,/library/5241,2017-01-01,Website
Statements of the UN Global Compact on the Integrity Measures,The UN Global Compact integrity measures are in place to protect the integrity of the initiative and the UN from key risks associated with the potential for misrepresentation. This section includes statements issued by the UN Global Compact on the implementation of the integrity measures.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5251/show@2x/Statements_of_the_UN_Global_Compact_on_the_Integrity_Measures.png?1495133357,/library/5251,2017-01-01,Policy Document
Human Rights Translated 2.0,"Aims to explain the meaning of universally recognized human rights in a way that makes sense to business. It will also illustrate, through the use of real-world examples, how human rights apply in a business context.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5261/show@2x/HumanRights2Cover.JPG?1495133078,/library/5261,2017-01-01,Report
The Revised ILO Declaration on Multinational Enterprises-Implications for Business,"In March 2017, the ILO Governing Body adopted a revised version of the MNE Declaration. Provisions on the elimination of child labour and other fundamental principles have been added. It also provides guidance on due diligence processes in achieving decent work, sustainable business, and more inclusive growth; particularly relevant for the achievement of SDG 8 and other decent work related goals and targets. This webinar explores the revised MNE Declaration and its range of operational tools, and how the Child Labour Platform promotes its principles.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5281/show@2x/ILO_Webinar-templates.png?1495574895,/library/5281,2017-01-01,Webinar
"Forced Labour Risks in Global Supply Chains: How to Address Risks, React to Challenges, and Respond to Dilemmas","Forced labour is ubiquitous in global supply chains. This webinar showcases approaches to some of the challenges, including; how to respond to risks in different countries and lower tiers of supply chains; how to work effectively with suppliers and enable workers to exercise their rights; and how to ensure meaningful transparency to investors in line with regulatory requirements. This webinar shares good practice examples from KnowTheChain, the Corporate Human Rights Benchmark and the UK Modern Slavery Act Registry, with a focus on worker voice, recruitment and remedy. Speakers from H&amp;M and Intel shared a corporate perspective on addressing the many dilemmas associated with forced labour in supply chains.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5291/show@2x/Forced_Labour_Risks.png?1495646470,/library/5291,2017-01-01,Webinar
Human Rights Good Practice for Business Operating in Areas with Violent Crime,"Identifies good practices that businesses can use to prevent and mitigate risks of being involved with adverse human rights impacts due to operating in a context of high levels of violent crime, and to support efforts to reduce the human rights impacts of violent crime rates in the areas where it operates.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5301/show@2x/Human_Rights_Good_Practice_for_Business_Operating_in_Areas_with_Violent_Crime_Cover.png?1496329232,/library/5301,2017-01-01,Policy Document
Addressing Adverse Human Rights Impacts Connected to Product Misuse,"Explore the human rights responsibilities, the practical implications, as well as the common challenges and pitfalls faced by business when addressing adverse human rights impacts connected to product misuse.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5311/show@2x/Addressing_Adverse_Human_Rights_Impacts_Connected_to_Product_Misuse_Cover.png?1497887093,/library/5311,2017-01-01,Policy Document
Business Reporting on the SDGs: An Analysis of the Goals and Targets - updated edition 2022,"This report is a first step towards a uniform mechanism for business to report on their contribution to and impact on the SDGs in an effective and comparable way. It contains a list of existing and established disclosures that businesses can use to report, and identifies relevant gaps, where disclosures are not available.This Analysis is primarily intended to be used in combination with the document “Integrating the SDGs into corporate reporting: A practical guide.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5361/show@2x/cover_new_doc.png?1659024692,/library/5361,2017-01-01,Report
Guide for Business on the Rights of Persons with Disabilities,"A guide to help improve business’ understanding of the rights of people with disabilities, including how to respect, support and give them an opportunity to improve their competitiveness and sustainability in alignment with relevant United Nations (UN) conventions and frameworks.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5381/show@2x/Screen_Shot_2018-01-08_at_2.27.35_PM.png?1515439745,/library/5381,2017-01-01,Report
Decent Work and the 2030 Agenda for Sustainable Development,"Detailed description of the SDG 8 (Decent Work and Economic Growth) with introductory remarks from the ILO Director-General, Guy Ryder.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5401/show@2x/DWcover.JPG?1504798951,/library/5401,2017-01-01,Presentation
Women's Empowerment Principles Gender Gap Analysis Tool,"In advance of the UN Global Compact Leaders Summit, this event will enable participants to learn about and explore the Women's Empowerment Principles (WEPs) Gender Gap Analysis Tool, a free, business-friendly, and strictly confidential tool that supports companies of all sectors and sizes to translate the WEPs into action. The tool helps companies identify strengths and gaps in existing gender equality policies and practices as well as identify opportunities and resources for improvement. This event will showcase the benefits of using the tool, provide a preview of the platform and interactive results, and highlight company experiences in using the tool.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5411/show@2x/WEPscover.JPG?1505321887,/library/5411,2017-01-01,Webinar
"Coping, Shifting, Changing 2.0","Coping, shifting, changing features recommendations focused on measures that companies can adopt to address the problems caused by market short-termism, and actions that investors can take to support companies in those efforts",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5421/show@2x/PRIcover.JPG?1505507108,/library/5421,2017-01-01,Report
2017 United Nations Global Compact Progress Report: Business Solutions to Sustainable Development,"Takes stock of the contribution of UN Global Compact business participants towards sustainable development. The report assesses progress in terms of how companies are taking action on the Ten Principles and the Sustainable Development Goals, and features ten interviews with disruptive business leaders. It also highlights ten focus areas for the future where further business engagement is needed.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5431/show@2x/ungc-prog-repo-thumb.png?1505688663,/library/5431,2017-01-01,Report
Blueprint for Business Leadership on the SDGs,"Aims to inspire all business — regardless of size, sector or geography — to take leading action in support of the achievement of the Sustainable Development Goals (SDGs). It illustrates how the five leadership qualities of Intentionality, Ambition, Consistency, Collaboration and Accountability can be applied to a business' strategy, business model, products, supply chain, partnerships, and operations to raise the bar and create impact at scale. The Blueprint is a tool for any business that is ready to advance its principled approach to SDG action to become a leader.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5461/show@2x/blueprint-vert-thumb-01.jpg?1511993542,/library/5461,2017-01-01,Report
"Tackling Discrimination against Lesbian, Gay, Bi, Trans, & Intersex People STANDARDS OF CONDUCT FOR BUSINESS","The Standards outlined in the document are intended to provide a set of benchmarks for assessing the role of business in tackling discrimination and related human rights abuses affecting LGBTI people, and to support good practice by companies.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5471/show@2x/talkingLGBTI.JPG?1506629803,/library/5471,2017-01-01,Report
A Call to Action for Sustainable Business,"Explore how our new tools, resources and activities can help your business achieve its sustainability goals and find the right UN Global Compact engagement tier.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5481/show@2x/value-prop-thumb.jpg?1507047208,/library/5481,2017-01-01,Report
2030 Vision: Uniting to Deliver Technology for the Global Goals,This report provides a summary of key opportunities and challenges for digital technology to advance the Global Goals. It serves as a foundation for the launch of the 2030 Vision partnership.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5491/show@2x/2030Cover.JPG?1507219570,/library/5491,2017-01-01,Report
The Breakthrough Pitch,The Breakthrough Pitch is a resource designed to help sustainability professionals stretch the ambitions of internal teams and show how companies can use the SDGs as a springboard for success in tomorrow's markets.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5501/show@2x/BreakthroughPitch.JPG?1507220745,/library/5501,2017-01-01,Report
"Guide to Unlocking Prosperity: Finance, Investment and Sustainable Development","Early estimates show that it will take USD $5-7 trillion in annual public and private investment globally into sectors as wide ranging as education, clean energy, agriculture and health to deliver the Sustainable Development Goals (SDGs). The scale of investments needed to create these opportunities is immense, but the importance of this moment has never been clearer. As we continue our journey of SDG implementation, every actor will have a role to play in securing the future we want for people and planet.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5541/show@2x/GuideToUnlockingProsperityNEw.JPG?1509648507,/library/5541,2017-01-01,Report
Global Climate Action Playbook 2018,"The Global Climate Action Playbook 2018 is a practical toolkit for business outlining high-level policy updates, outlook on key climate actions and the arc of ambition, and snapshot of country-level analysis on Nationally Determined Contributions and Sustainable Development Goals. The Playbook is designed for business and Governments to work together to enhance country level ambition and action to implement the Paris Climate Agreement leading up to 2020.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5561/show@2x/glbl-actn-plybk-vert-thumb-01.jpg?1511993109,/library/5561,2017-01-01,Report
Uniting to Deliver Technology for the Global Goals: Full Report,"This report presented at the December 2030Vision launch event, provides a summary of the key opportunities and challenges for digital technology to support the achievement of the Sustainable Development Goals. It highlights key emerging technologies, applications and cases for each of the Global Goals.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5571/show@2x/2030_Report.PNG?1512603013,/library/5571,2017-01-01,Report
SHIFT: Search Engine for Business Sustainability Resources,An online platform that allows you to navigate the sea of sustainability tools and carve out your pathway to implementation. SHIFT (Search Engine for Business Sustainability Resources) is a cross-sector collaboration led by the Sustainability Initiative at MIT Sloan.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5642/show@2x/Shift_Cover.JPG?1540393418,/library/5642,2017-01-01,Website
Gender Equality in Codes of Conduct Guidance,This report provides a framework for companies to integrate gender equality considerations into the standards they use to set supply chain ethical requirements. This Guidance is the first of a set of tools that aim at promoting practices and systems in supply chains that empower women.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5660/show@2x/BSR_cover.JPG?1559154582,/library/5660,2017-01-01,Report
The Five Levels of an Ethical Culture,A new working paper helps companies understand how to build and sustain organizations with integrity.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5663/show@2x/5_levels_of_ethics.JPG?1554477380,/library/5663,2017-01-01,Report
Redefining Sustainable Business: Management for a Rapidly Changing World,"This report provides a guide for sustainability practitioners to create resilient business strategies, governance, and management so that their companies are fit for a disruptive world.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5673/show@2x/Redifing.JPG?1554734968,/library/5673,2017-01-01,Report
Impact Sourcing Standard,The Impact Sourcing Standard is the first globally recognized standard for the business practice of Impact Sourcing. The standard defines the minimum requirements and voluntary best practices for providers of business products and services to demonstrate their commitment to inclusive employment.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5674/show@2x/Global_IMapct_cover.JPG?1554735098,/library/5674,2017-01-01,Website
